epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
113,1540.55,0.98818,0.6031,0.98626,0.86189,0.80256,0.86424,0.63499,0.9858,0.61857,1.03757,0.000342666,0.000342666,0.000342666
114,1554.15,0.95043,0.57636,0.97921,0.85756,0.81377,0.85748,0.63004,1.00195,0.62165,1.05009,0.00033886,0.00033886,0.00033886
115,1567.79,0.99703,0.58408,0.9857,0.88775,0.78592,0.85571,0.62561,1.00496,0.63847,1.05567,0.000335053,0.000335053,0.000335053
116,1581.64,0.99265,0.58659,0.9856,0.86684,0.79234,0.84689,0.60902,1.00839,0.63057,1.06408,0.000331247,0.000331247,0.000331247
117,1595.54,1.00339,0.60074,0.99265,0.85746,0.81951,0.8624,0.62173,0.99918,0.61157,1.0477,0.00032744,0.00032744,0.00032744
118,1609.07,0.96685,0.57345,0.97534,0.8989,0.78333,0.84758,0.60394,0.99773,0.63758,1.04613,0.000323634,0.000323634,0.000323634
119,1622.64,0.99635,0.57579,0.97532,0.87196,0.79272,0.8396,0.60707,0.97336,0.59666,1.05186,0.000319827,0.000319827,0.000319827
120,1636.15,0.97006,0.56651,0.98612,0.87409,0.82062,0.86502,0.63439,0.97376,0.59677,1.03929,0.000316021,0.000316021,0.000316021
121,1649.82,1.00531,0.58332,0.98671,0.88216,0.79631,0.86421,0.63238,1.00845,0.63323,1.05223,0.000312214,0.000312214,0.000312214
122,1663.35,0.97582,0.56984,0.98898,0.89556,0.78386,0.85317,0.61607,0.99,0.60175,1.04913,0.000308407,0.000308407,0.000308407
123,1677.36,0.99679,0.58074,0.98688,0.84784,0.81658,0.85905,0.61671,1.00646,0.60845,1.0495,0.000304601,0.000304601,0.000304601
124,1690.91,0.91111,0.55335,0.9693,0.87718,0.80002,0.85354,0.61938,0.98233,0.61391,1.04709,0.000300794,0.000300794,0.000300794
125,1704.57,0.92807,0.55312,0.96426,0.90763,0.78714,0.84722,0.62129,1.00336,0.60787,1.04926,0.000296988,0.000296988,0.000296988
126,1718.4,0.92336,0.55827,0.95703,0.88795,0.78537,0.84027,0.62988,0.98949,0.6233,1.0393,0.000293181,0.000293181,0.000293181
127,1731.63,0.94105,0.55499,0.96975,0.8694,0.78879,0.8429,0.61244,0.98842,0.61518,1.04393,0.000289375,0.000289375,0.000289375
128,1745.12,0.94244,0.55243,0.96843,0.83282,0.80811,0.84352,0.60872,1.00171,0.60549,1.04874,0.000285568,0.000285568,0.000285568
129,1758.55,0.96042,0.56194,0.97792,0.82674,0.80059,0.84111,0.61456,0.9904,0.60833,1.0521,0.000281762,0.000281762,0.000281762
130,1771.89,0.94052,0.55344,0.9798,0.85423,0.82412,0.85089,0.61664,0.98984,0.59805,1.05846,0.000277955,0.000277955,0.000277955
131,1785.39,0.93315,0.55811,0.96427,0.8548,0.81512,0.8543,0.62166,0.97961,0.59097,1.04773,0.000274148,0.000274148,0.000274148
132,1798.93,0.94174,0.55335,0.96654,0.85886,0.80069,0.85202,0.62128,0.99107,0.60258,1.06235,0.000270342,0.000270342,0.000270342
133,1812.19,0.9283,0.55358,0.96807,0.90052,0.77039,0.84825,0.62095,1.00124,0.60455,1.058,0.000266535,0.000266535,0.000266535
134,1825.6,0.93257,0.5497,0.95905,0.88542,0.77926,0.85932,0.62006,0.98092,0.60533,1.04465,0.000262729,0.000262729,0.000262729
135,1839.1,0.92811,0.54567,0.96913,0.86058,0.8247,0.85885,0.61653,0.9892,0.62246,1.04398,0.000258922,0.000258922,0.000258922
136,1852.63,0.89364,0.53015,0.95631,0.8862,0.79806,0.8654,0.63013,0.98862,0.60351,1.05599,0.000255116,0.000255116,0.000255116
137,1866.12,0.92918,0.53656,0.96898,0.88753,0.81126,0.85789,0.62547,0.99482,0.5896,1.0506,0.000251309,0.000251309,0.000251309
138,1879.53,0.90297,0.53341,0.9578,0.86016,0.82933,0.86205,0.64578,0.97126,0.60389,1.04421,0.000247503,0.000247503,0.000247503
